LDA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,0.0011273957158962795,0.00949367088607595,0.0035211267605633804,0.005405405405405406,0.040293040293040296,0.009208103130755065,0.00234192037470726,0.01927710843373494,0.007407407407407408,0.002652519893899204,0.0,0.015479876160990712,0.0,0.006872852233676976,0.006896551724137931,0.006944444444444444,0.0,0.007067137809187279,0.00749063670411985,0.042801556420233464,0.007874015748031496,0.016260162601626018,0.008130081300813009,0.021367521367521368,0.004291845493562232,0.008583690987124463,0.0,0.046296296296296294,0.004651162790697674,0.0,0.005050505050505051,0.005235602094240838,0.0,0.02185792349726776,0.005714285714285714,0.0,0.0,0.019736842105263157,0.0,0.013513513513513514,0.013793103448275862,0.0,0.007518796992481203,0.007633587786259542,0.0,0.01694915254237288,0.008771929824561403,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11235955056179775,0.011235955056179775,0.0449438202247191,0.011627906976744186,0.0,0.0,0.0,0.0,0.012658227848101266,0.02702702702702703,0.0136986301369863,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.014925373134328358,0.0,0.0,0.0,0.03278688524590164,0.0,0.05084745762711865,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
1,0.015783540022547914,0.012658227848101266,0.02992957746478873,0.023423423423423424,0.054945054945054944,0.03867403314917127,0.02576112412177986,0.05301204819277108,0.012345679012345678,0.010610079575596816,0.0,0.02786377708978328,0.015873015873015872,0.10652920962199312,0.041379310344827586,0.020833333333333332,0.014134275618374558,0.0636042402826855,0.052434456928838954,0.11673151750972763,0.051181102362204724,0.016260162601626018,0.2032520325203252,0.05555555555555555,0.012875536480686695,0.07296137339055794,0.013043478260869565,0.0787037037037037,0.13023255813953488,0.0,0.03535353535353535,0.02617801047120419,0.0,0.02185792349726776,0.11428571428571428,0.005780346820809248,0.0,0.039473684210526314,0.04054054054054054,0.05405405405405406,0.2,0.0,0.06766917293233082,0.015267175572519083,0.05042016806722689,0.03389830508474576,0.017543859649122806,0.035398230088495575,0.018518518518518517,0.047619047619047616,0.08,0.1,0.25263157894736843,0.0,0.07692307692307693,0.033707865168539325,0.011235955056179775,0.07865168539325842,0.0,0.056179775280898875,0.023255813953488372,0.05813953488372093,0.023809523809523808,0.03571428571428571,0.12195121951219512,0.012658227848101266,0.08108108108108109,0.0273972602739726,0.0,0.028169014084507043,0.056338028169014086,0.0,0.014492753623188406,0.0,0.04411764705882353,0.058823529411764705,0.11940298507462686,0.014925373134328358,0.046875,0.0,0.06451612903225806,0.11475409836065574,0.0,0.0,0.0,0.03508771929824561,0.017857142857142856,0.03636363636363636,0.0,0.037037037037037035,0.0,0.05660377358490566,0.0,0.02
2,0.004509582863585118,0.004746835443037975,0.017605633802816902,0.010810810810810811,0.027472527472527472,0.007366482504604052,0.00234192037470726,0.01927710843373494,0.0,0.0,0.038356164383561646,0.015479876160990712,0.0031746031746031746,0.024054982817869417,0.017241379310344827,0.006944444444444444,0.0,0.024734982332155476,0.033707865168539325,0.007782101167315175,0.19291338582677164,0.0,0.016260162601626018,0.008547008547008548,0.004291845493562232,0.055793991416309016,0.008695652173913044,0.037037037037037035,0.023255813953488372,0.0,0.14646464646464646,0.0,0.0,0.02185792349726776,0.04,0.0,0.023529411764705882,0.125,0.006756756756756757,0.02702702702702703,0.0,0.058823529411764705,0.12030075187969924,0.04580152671755725,0.01680672268907563,0.0,0.008771929824561403,0.0,0.018518518518518517,0.0761904761904762,0.01,0.01,0.06315789473684211,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.033707865168539325,0.0,0.19767441860465115,0.0,0.0,0.024390243902439025,0.0,0.013513513513513514,0.0136986301369863,0.013888888888888888,0.014084507042253521,0.07042253521126761,0.0,0.2898550724637681,0.014705882352941176,0.0,0.0,0.0,0.014925373134328358,0.015625,0.0,0.03225806451612903,0.03278688524590164,0.0,0.01694915254237288,0.017241379310344827,0.0,0.0,0.01818181818181818,0.0,0.0,0.03773584905660377,0.0,0.0,0.0
3,0.005636978579481398,0.007911392405063292,0.01936619718309859,0.03063063063063063,0.01098901098901099,0.011049723756906077,0.01639344262295082,0.007228915662650603,0.0049382716049382715,0.029177718832891247,0.0,0.01238390092879257,0.009523809523809525,0.10309278350515463,0.0034482758620689655,0.013888888888888888,0.01060070671378092,0.024734982332155476,0.00749063670411985,0.011673151750972763,0.027559055118110236,0.02032520325203252,0.008130081300813009,0.021367521367521368,0.012875536480686695,0.03862660944206009,0.0,0.018518518518518517,0.018604651162790697,0.0,0.0,0.0,0.0,0.00546448087431694,0.04,0.0,0.01764705882352941,0.006578947368421052,0.02702702702702703,0.006756756756756757,0.0,0.029411764705882353,0.03759398496240601,0.030534351145038167,0.058823529411764705,0.03389830508474576,0.008771929824561403,0.008849557522123894,0.009259259259259259,0.01904761904761905,0.01,0.04,0.010526315789473684,0.010638297872340425,0.03296703296703297,0.011235955056179775,0.0,0.02247191011235955,0.0,0.056179775280898875,0.0,0.0,0.0,0.023809523809523808,0.024390243902439025,0.0,0.013513513513513514,0.0547945205479452,0.027777777777777776,0.014084507042253521,0.014084507042253521,0.0,0.043478260869565216,0.0,0.014705882352941176,0.014705882352941176,0.04477611940298507,0.0,0.015625,0.0625,0.03225806451612903,0.0,0.016666666666666666,0.01694915254237288,0.017241379310344827,0.05263157894736842,0.0,0.0,0.0,0.018518518518518517,0.07547169811320754,0.03773584905660377,0.0,0.02
4,0.006764374295377677,0.0031645569620253164,0.00528169014084507,0.009009009009009009,0.02197802197802198,0.01289134438305709,0.01639344262295082,0.05301204819277108,0.007407407407407408,0.021220159151193633,0.005479452054794521,0.021671826625386997,0.006349206349206349,0.06872852233676977,0.010344827586206896,0.010416666666666666,0.007067137809187279,0.007067137809187279,0.02247191011235955,0.0311284046692607,0.027559055118110236,0.0040650406504065045,0.044715447154471545,0.017094017094017096,0.004291845493562232,0.004291845493562232,0.004347826086956522,0.009259259259259259,0.013953488372093023,0.0,0.0,0.0,0.0,0.01092896174863388,0.011428571428571429,0.0,0.0058823529411764705,0.05921052631578947,0.0,0.02027027027027027,0.006896551724137931,0.022058823529411766,0.0,0.007633587786259542,0.3445378151260504,0.01694915254237288,0.017543859649122806,0.02654867256637168,0.009259259259259259,0.0,0.06,0.04,0.010526315789473684,0.0,0.03296703296703297,0.0,0.0,0.0,0.011235955056179775,0.0449438202247191,0.0,0.011627906976744186,0.0,0.023809523809523808,0.0,0.012658227848101266,0.0,0.0136986301369863,0.0,0.028169014084507043,0.014084507042253521,0.0,0.0,0.0,0.014705882352941176,0.014705882352941176,0.029850746268656716,0.014925373134328358,0.015625,0.0,0.0967741935483871,0.01639344262295082,0.0,0.0,0.017241379310344827,0.017543859649122806,0.017857142857142856,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0
5,0.009019165727170236,0.011075949367088608,0.017605633802816902,0.016216216216216217,0.005494505494505495,0.01289134438305709,0.00234192037470726,0.014457831325301205,0.0,0.002652519893899204,0.0,0.009287925696594427,0.0031746031746031746,0.0,0.05517241379310345,0.0,0.007067137809187279,0.03180212014134275,0.003745318352059925,0.0,0.011811023622047244,0.491869918699187,0.0040650406504065045,0.042735042735042736,0.0,0.004291845493562232,0.0,0.041666666666666664,0.0,0.0,0.010101010101010102,0.020942408376963352,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.006756756756756757,0.013513513513513514,0.020689655172413793,0.0,0.12781954887218044,0.0,0.008403361344537815,0.00847457627118644,0.35964912280701755,0.0,0.018518518518518517,0.21904761904761905,0.05,0.01,0.010526315789473684,0.0,0.0,0.0,0.0,0.02247191011235955,0.011235955056179775,0.056179775280898875,0.011627906976744186,0.0,0.023809523809523808,0.011904761904761904,0.024390243902439025,0.0,0.0,0.0136986301369863,0.0,0.0,0.014084507042253521,0.0,0.014492753623188406,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.029850746268656716,0.014925373134328358,0.0,0.03125,0.0,0.06557377049180328,0.0,0.0,0.0,0.22807017543859648,0.0,0.01818181818181818,0.0,0.0,0.03773584905660377,0.03773584905660377,0.0,0.0
6,0.0011273957158962795,0.0189873417721519,0.02464788732394366,0.023423423423423424,0.02564102564102564,0.007366482504604052,0.0117096018735363,0.22409638554216868,0.0024691358024691358,0.005305039787798408,0.00821917808219178,0.030959752321981424,0.01904761904761905,0.020618556701030927,0.02413793103448276,0.0,0.0,0.03180212014134275,0.011235955056179775,0.058365758754863814,0.031496062992125984,0.036585365853658534,0.21138211382113822,0.0641025641025641,0.02145922746781116,0.030042918454935622,0.021739130434782608,0.018518518518518517,0.004651162790697674,0.0,0.010101010101010102,0.03664921465968586,0.0,0.02185792349726776,0.022857142857142857,0.0,0.01764705882352941,0.14473684210526316,0.3716216216216216,0.013513513513513514,0.006896551724137931,0.007352941176470588,0.045112781954887216,0.015267175572519083,0.025210084033613446,0.01694915254237288,0.043859649122807015,0.008849557522123894,0.009259259259259259,0.02857142857142857,0.07,0.01,0.010526315789473684,0.0,0.02197802197802198,0.0,0.0,0.20224719101123595,0.0,0.0898876404494382,0.0,0.05813953488372093,0.0,0.0,0.06097560975609756,0.0,0.0,0.0136986301369863,0.041666666666666664,0.0,0.07042253521126761,0.0,0.028985507246376812,0.014705882352941176,0.0,0.47058823529411764,0.1791044776119403,0.0,0.015625,0.328125,0.06451612903225806,0.06557377049180328,0.0,0.01694915254237288,0.0,0.05263157894736842,0.30357142857142855,0.0,0.0,0.018518518518518517,0.018867924528301886,0.018867924528301886,0.0196078431372549,0.04
7,0.013528748590755355,0.04430379746835443,0.13380281690140844,0.02702702702702703,0.023809523809523808,0.014732965009208104,0.053864168618266976,0.06265060240963856,0.0049382716049382715,0.015915119363395226,0.005479452054794521,0.24148606811145512,0.08571428571428572,0.037800687285223365,0.017241379310344827,0.006944444444444444,0.0812720848056537,0.30742049469964666,0.0149812734082397,0.01556420233463035,0.027559055118110236,0.07723577235772358,0.016260162601626018,0.14102564102564102,0.004291845493562232,0.017167381974248927,0.11304347826086956,0.013888888888888888,0.027906976744186046,0.0,0.3181818181818182,0.7277486910994765,0.0,0.01092896174863388,0.03428571428571429,0.028901734104046242,0.041176470588235294,0.046052631578947366,0.013513513513513514,0.0,0.013793103448275862,0.007352941176470588,0.045112781954887216,0.0,0.0,0.01694915254237288,0.017543859649122806,0.7345132743362832,0.0,0.05714285714285714,0.07,0.01,0.010526315789473684,0.0,0.01098901098901099,0.011235955056179775,0.0,0.056179775280898875,0.39325842696629215,0.10112359550561797,0.0,0.011627906976744186,0.0,0.08333333333333333,0.036585365853658534,0.0,0.02702702702702703,0.0136986301369863,0.0,0.014084507042253521,0.014084507042253521,0.0,0.057971014492753624,0.04411764705882353,0.0,0.058823529411764705,0.029850746268656716,0.05970149253731343,0.125,0.171875,0.03225806451612903,0.03278688524590164,0.0,0.01694915254237288,0.034482758620689655,0.24561403508771928,0.10714285714285714,0.0,0.0,0.0,0.018867924528301886,0.0,0.0392156862745098,0.0
8,0.6561443066516347,0.06962025316455696,0.02640845070422535,0.03063063063063063,0.02564102564102564,0.4143646408839779,0.1405152224824356,0.01927710843373494,0.0,0.29708222811671087,0.5287671232876713,0.0,0.20317460317460317,0.037800687285223365,0.013793103448275862,0.010416666666666666,0.4381625441696113,0.007067137809187279,0.0149812734082397,0.0038910505836575876,0.007874015748031496,0.008130081300813009,0.0,0.01282051282051282,0.06866952789699571,0.017167381974248927,0.02608695652173913,0.004629629629629629,0.0,0.0,0.030303030303030304,0.0,0.0,0.01639344262295082,0.017142857142857144,0.0,0.047058823529411764,0.06578947368421052,0.006756756756756757,0.0,0.0,0.03676470588235294,0.007518796992481203,0.48091603053435117,0.10084033613445378,0.06779661016949153,0.07017543859649122,0.008849557522123894,0.3148148148148148,0.0,0.0,0.24,0.0,0.0,0.07692307692307693,0.033707865168539325,0.02247191011235955,0.0,0.38202247191011235,0.0,0.0,0.03488372093023256,0.0,0.19047619047619047,0.0,0.012658227848101266,0.0,0.0136986301369863,0.1111111111111111,0.4507042253521127,0.028169014084507043,0.0,0.028985507246376812,0.4117647058823529,0.0,0.04411764705882353,0.0,0.0,0.0,0.0625,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.39622641509433965,0.24528301886792453,0.0,0.0
9,0.058624577226606536,0.560126582278481,0.01056338028169014,0.043243243243243246,0.027472527472527472,0.19337016574585636,0.1920374707259953,0.05301204819277108,0.007407407407407408,0.34748010610079577,0.005479452054794521,0.030959752321981424,0.03492063492063492,0.044673539518900345,0.027586206896551724,0.003472222222222222,0.0035335689045936395,0.01060070671378092,0.003745318352059925,0.0038910505836575876,0.015748031496062992,0.09349593495934959,0.024390243902439025,0.01282051282051282,0.034334763948497854,0.012875536480686695,0.6173913043478261,0.004629629629629629,0.004651162790697674,0.0,0.015151515151515152,0.02617801047120419,0.0,0.0273224043715847,0.005714285714285714,0.0,0.03529411764705882,0.019736842105263157,0.02702702702702703,0.0,0.0,0.014705882352941176,0.06766917293233082,0.015267175572519083,0.09243697478991597,0.03389830508474576,0.20175438596491227,0.008849557522123894,0.23148148148148148,0.0,0.03,0.13,0.0,0.010638297872340425,0.06593406593406594,0.056179775280898875,0.02247191011235955,0.1348314606741573,0.033707865168539325,0.0,0.0,0.011627906976744186,0.0,0.5,0.07317073170731707,0.012658227848101266,0.0,0.0273972602739726,0.0,0.08450704225352113,0.014084507042253521,0.0,0.11594202898550725,0.029411764705882353,0.029411764705882353,0.07352941176470588,0.08955223880597014,0.0,0.015625,0.015625,0.0,0.01639344262295082,0.0,0.0,0.017241379310344827,0.0,0.03571428571428571,0.0,0.0,0.0,0.09433962264150944,0.07547169811320754,0.47058823529411764,0.0
